UWI,START_DATE,OIL,GAS,WATER
TF222,2010-10-01,39573,27809,967
DS546,2010-10-01,42556,27142,57
CC504,2010-10-01,64293,45506,22958
AB456,2010-10-01,30432,32061,1526
YP821,2010-10-01,43739,22004,0
CC643,2010-10-01,10581,7943,3254
AB323,2010-10-01,61322,60712,232
BR554,2010-10-01,6595,1618,1813
TF719,2010-10-01,36136,21484,1184
AB424,2010-10-01,46634,41302,2915
RK747,2010-10-01,48992,40797,11256
RK450,2010-10-01,55223,50577,9514
ON308,2010-10-01,21746,8538,344
BR312,2010-10-01,23763,16895,112111
RK453,2010-10-01,50050,27229,0
BR554,2010-10-01,4910,535,4227
ON506,2010-10-01,13365,15713,1052
TR797,2010-10-01,90502,55528,2679
AB406,2010-10-01,32437,29386,47
AB559,2010-10-01,17550,17191,16173
CC627,2010-10-01,28549,16777,1483
ON563,2010-10-01,13482,14020,27
BR772,2010-10-01,63504,44272,1847
TR855,2010-10-01,41548,22748,527
CC504,2010-10-01,57992,45342,25352
DS150,2010-10-01,31398,18911,4538
YP373,2010-10-01,8926,11680,384
ON848,2010-10-01,98592,82740,454
YP471,2010-10-01,45673,30611,248
DS607,2010-10-01,41066,28888,1007
AB824,2010-10-01,702,423,5
TR331,2010-10-01,61157,46131,315
YP373,2010-10-01,4740,13064,132
TF267,2010-10-01,35957,37843,44
DS689,2010-10-01,35497,26652,10814
DS698,2010-10-01,41368,30687,9717
ON231,2010-10-01,47665,44038,14778
ON442,2010-10-01,32364,42140,82
AB517,2010-10-01,66233,70038,257
TF846,2010-10-01,49080,27610,1009
CC653,2010-10-01,18779,8623,38184
AB295,2010-10-01,65055,69669,113
ON663,2010-10-01,36889,35386,82
BR430,2010-10-01,45031,35181,54
RK403,2010-10-01,36983,32003,7312
DS241,2010-10-01,64695,66416,268
TR455,2010-10-01,70795,38805,15420
ON333,2010-10-01,59389,48411,5159
ON765,2010-10-01,48290,39675,58
TR444,2010-10-01,26485,9922,5868
BR832,2010-10-01,57835,80763,1162
TF149,2010-10-01,55934,51053,25390
YP203,2010-10-01,50904,29082,892
DS105,2010-10-01,12564,4778,272
CC374,2010-10-01,38654,14416,3337
ON804,2010-10-01,64523,41965,2489
TF172,2010-10-01,63440,24186,5209
BR297,2010-10-01,37893,25776,0
ON231,2010-10-01,45123,54364,17442
ON829,2010-10-01,75137,59870,3069
TF696,2010-10-01,36685,23113,25327
RK450,2010-10-01,45589,30073,3020
YP174,2010-10-01,58383,62950,4271
AB540,2010-10-01,41005,14476,723
YP166,2010-10-01,44051,39320,5207
AB119,2010-10-01,48175,62814,11303
BR763,2010-10-01,44625,19287,76
YP181,2010-10-01,10483,12414,0
BR433,2010-10-01,44889,26001,56
RK114,2010-10-01,49446,48328,24000
AB879,2010-10-01,17387,14669,1644
ON829,2010-10-01,28730,23869,69
CC565,2010-10-01,60319,35279,2613
TF850,2010-10-01,67382,37273,1232
CC865,2010-10-01,13616,7381,14758
RK302,2010-10-01,25269,17642,0
ON316,2010-10-01,34644,21813,413
TF611,2010-10-01,42678,49298,49
DS780,2010-10-01,87688,41182,199
ON469,2010-10-01,17375,9260,56
TF533,2010-10-01,75392,24288,3765
YP552,2010-10-01,45008,34754,55
YP655,2010-10-01,72480,46517,0
YP768,2010-10-01,18770,9920,22962
ON663,2010-10-01,22260,7448,755
TR811,2010-10-01,63952,43012,1675
RK302,2010-10-01,4565,1122,13
AB560,2010-10-01,49245,56246,216
TF177,2010-10-01,41038,29161,61
RK539,2010-10-01,49050,42927,163
TF277,2010-10-01,46670,25693,53
AB513,2010-11-01,30464,16178,10243
YP676,2010-11-01,15751,57804,74816
RK302,2010-11-01,5929,1611,15
BR832,2010-11-01,44153,49332,468
DS884,2010-11-01,39572,27081,7111
TR516,2010-11-01,41606,32643,0
CC627,2010-11-01,39403,21891,1214
AB456,2010-11-01,36379,37772,6795
CC374,2010-11-01,25783,11123,2779
YP220,2010-11-01,19017,15920,10717
TF222,2010-11-01,31333,20524,828
RK301,2010-11-01,48858,33167,326
AB295,2010-11-01,85697,52475,141
AB119,2010-11-01,11242,16610,458
CC865,2010-11-01,13909,6907,15670
DS441,2010-11-01,35690,16586,0
RK539,2010-11-01,47758,37091,143
RK453,2010-11-01,31517,31519,0
TF719,2010-11-01,60250,27623,7674
BR554,2010-11-01,11537,3025,3654
DS773,2010-11-01,90459,116579,4035
TF381,2010-11-01,26668,23609,6263
YP861,2010-11-01,32544,19409,4555
TR694,2010-11-01,55258,24816,19065
TF149,2010-11-01,58297,28893,11128
TR855,2010-11-01,43441,24109,4742
YP737,2010-11-01,44389,27564,43
BR297,2010-11-01,47291,15409,0
YP468,2010-11-01,27847,35037,161
DS607,2010-11-01,32725,20857,1469
BR273,2010-11-01,31759,19618,1113
TF149,2010-11-01,67746,34700,17840
ON308,2010-11-01,27255,11637,477
BR433,2010-11-01,28336,18555,0
BR312,2010-11-01,19118,15083,72462
DS161,2010-11-01,15652,11701,7348
ON804,2010-11-01,64326,23837,1266
RK747,2010-11-01,57514,23230,9325
DS150,2010-11-01,35710,26207,3247
TR387,2010-11-01,65607,50366,70
DS241,2010-11-01,42327,55480,58
TR811,2010-11-01,65733,40385,1297
BR710,2010-11-01,49015,24994,72
BR164,2010-11-01,40249,16677,3064
TR235,2010-11-01,9754,5469,163
CC636,2010-11-01,47747,23490,12995
CC142,2010-11-01,87867,55563,103
RK375,2010-11-01,38363,22368,383
DS241,2010-11-01,70562,89677,300
TF740,2010-11-01,40056,26859,37
DS105,2010-11-01,13639,4670,306
ON120,2010-11-01,68055,64021,493
YP714,2010-11-01,59082,50340,0
ON463,2010-11-01,45489,36264,100
RK113,2010-11-01,60272,39841,6728
AB735,2010-11-01,27999,9362,9445
ON765,2010-11-01,70141,49897,75
ON519,2010-11-01,35767,26307,82
DS546,2010-11-01,46819,24855,38
AB456,2010-11-01,70980,67102,15810
DS652,2010-11-01,75843,64523,14746
YP373,2010-11-01,15167,3071,487
TF850,2010-11-01,53793,27579,1000
YP412,2010-11-01,26471,26206,187
TF642,2010-11-01,31365,15030,6564
TR235,2010-11-01,6773,4006,7
YP174,2010-11-01,38803,19212,50
YP785,2010-11-01,37249,25909,25797
TR843,2010-11-01,28249,15977,5437
TR135,2010-11-01,51052,33233,768
ON231,2010-11-01,48844,36015,10127
CC482,2010-11-01,58795,30925,2266
ON469,2010-11-01,14281,8148,45
ON333,2010-11-01,52599,40888,6635
AB879,2010-11-01,46103,27461,2924
TF277,2010-11-01,42682,26820,36
TF770,2010-11-01,34520,25548,848
TF277,2010-11-01,59769,45242,1923
TR336,2010-11-01,25723,17492,9333
TF222,2010-11-01,31919,17670,9966
CC646,2010-11-01,29582,10358,15728
TR382,2010-11-01,46706,57303,1067
AB406,2010-11-01,35405,25409,47
CC565,2010-11-01,25903,16471,0
TR382,2010-11-01,62512,63691,209
BR477,2010-11-01,23319,12057,2057
DS150,2010-11-01,41624,19322,4493
BR430,2010-11-01,33838,38869,39
TF267,2010-11-01,48646,45657,50
YP355,2010-11-01,20653,10469,4181
AB590,2010-11-01,48672,25087,37
DS263,2010-11-01,27630,16105,7201
CC142,2010-11-01,35968,22723,954
AB323,2010-11-01,32432,31344,142
TF533,2010-11-01,63131,36562,27332
TF719,2010-11-01,37735,16778,3500
DS558,2010-11-01,24832,12507,0
DS780,2010-11-01,61190,44466,213
RK153,2010-11-01,68403,82440,125
CC565,2010-11-01,57173,25960,2058
AB838,2010-11-01,91451,61395,995
BR772,2010-11-01,60043,48144,1688
AB540,2010-11-01,76933,39868,7209
RK794,2010-11-01,29292,18965,7502
TF177,2010-11-01,38199,22698,155
DS234,2010-11-01,21936,10161,7030
TR455,2010-11-01,57757,36254,11750
TR331,2010-11-01,48538,51215,120
TR107,2010-11-01,31576,25749,842
ON829,2010-11-01,29900,27456,75
YP174,2010-11-01,74108,68592,4390
RK301,2010-11-01,50153,47720,386
ON848,2010-11-01,57817,79910,148
YP181,2010-11-01,37705,17196,492
RK318,2010-11-01,34889,28963,21673
AB460,2010-11-01,64997,43800,0
AB344,2010-11-01,35848,40532,30988
CC643,2010-11-01,37924,19496,6644
YP534,2010-11-01,19194,10537,2908
YP166,2010-11-01,32917,34655,2019
DS780,2010-11-01,76645,49505,0
CC782,2010-11-01,73531,43142,1877
AB295,2010-11-01,95071,42907,335
DS689,2010-11-01,43465,19146,7450
AB517,2010-11-01,78383,64930,67
YP471,2010-11-01,71897,47133,0
RK279,2010-11-01,26837,16609,5406
RK450,2010-11-01,50908,33029,3033
AB590,2010-11-01,16064,9589,984
CC653,2010-11-01,24996,32677,31351
TR129,2010-11-01,65204,50191,0
DS161,2010-11-01,32506,18358,2785
DS698,2010-11-01,33091,21554,7942
TR129,2010-11-01,46658,27354,0
TR418,2010-11-01,57595,45044,1013
ON804,2010-11-01,70883,43196,9441
AB424,2010-11-01,38883,21811,579
CC504,2010-11-01,65387,52789,23677
YP203,2010-11-01,56594,31196,701
TF611,2010-11-01,58463,34747,109
CC649,2010-11-01,44340,31109,1600
CC504,2010-11-01,58097,38591,24246
CC310,2010-11-01,42198,26974,8594
ON231,2010-11-01,35309,25060,12371
RK789,2010-11-01,32400,25595,93
TR376,2010-11-01,50645,37007,0
ON829,2010-11-01,68425,48226,2694
RK114,2010-11-01,48309,61630,26476
YP552,2010-11-01,35043,23890,41
RK171,2010-11-01,33538,26707,165
YP166,2010-11-01,35459,31350,4367
YP549,2010-11-01,31471,22049,1807
ON663,2010-11-01,14536,6438,560
YP768,2010-11-01,16236,8806,24897
BR554,2010-11-01,13085,29338,5154
ON333,2010-11-01,45190,14763,0
TR507,2010-11-01,9667,6750,10147
CC479,2010-11-01,32723,15454,4584
CC782,2010-11-01,37673,24962,1128
YP229,2010-11-01,40062,29041,985
AB119,2010-11-01,50273,34292,11444
YP203,2010-11-01,63058,54691,210
CC649,2010-11-01,28012,22965,1815
TF846,2010-11-01,66895,52554,709
DS684,2010-11-01,31830,20613,0
TR444,2010-11-01,28151,8052,4598
YP655,2010-11-01,73229,68148,0
AB560,2010-11-01,40502,50987,55
CC464,2010-11-01,12567,4035,12878
TF696,2010-11-01,30168,26969,21155
ON506,2010-11-01,46642,55158,1499
ON417,2010-11-01,9382,8509,182
YP181,2010-11-01,14326,9272,0
ON602,2010-11-01,18460,16250,0
BR273,2010-11-01,63013,43291,2345
ON316,2010-11-01,66336,31487,702
AB540,2010-11-01,42819,24156,1047
ON120,2010-11-01,48734,30727,206
CC627,2010-11-01,23217,17504,742
RK738,2010-11-01,22485,14783,387
YP821,2010-11-01,37473,18519,0
YP549,2010-11-01,78911,67925,2123
RK403,2010-11-01,49756,23403,6717
YP170,2010-11-01,32588,23752,21
TR336,2010-11-01,26733,14427,8763
AB824,2010-11-01,6647,4612,28
RK128,2010-11-01,18462,5028,5087
ON663,2010-11-01,41468,26333,248
TF172,2010-11-01,63288,37379,12195
ON506,2010-11-01,24347,23312,2063
DS887,2010-11-01,49974,17133,24481
ON442,2010-11-01,34757,39501,77
BR159,2010-11-01,11645,2839,2232
ON848,2010-11-01,86122,47138,87
BR763,2010-11-01,27883,19561,68
DS698,2010-11-01,38940,18294,10882
AB559,2010-11-01,16146,16123,11922
RK450,2010-11-01,72873,36087,2723
RK302,2010-11-01,24064,16556,0
CC669,2010-11-01,36751,22969,3206
TR729,2010-11-01,32951,13958,189
TR400,2010-11-01,42111,25219,1235
CC872,2010-11-01,65154,62451,66
TR797,2010-11-01,70488,53422,1924
RK403,2010-11-01,69470,55059,22960
DS773,2010-11-01,58116,80177,927
TF846,2010-12-01,65238,36838,587
CC627,2010-12-01,2639,1649,120
ON829,2010-12-01,76953,61217,2097
ON231,2010-12-01,63732,46281,10031
TF642,2010-12-01,34016,18011,5733
TR418,2010-12-01,68801,33352,1695
TF611,2010-12-01,30504,38461,1165
TF149,2010-12-01,68571,42138,20578
CC464,2010-12-01,18492,6110,18041
BR832,2010-12-01,49925,62681,452
YP166,2010-12-01,28443,34578,2039
CC310,2010-12-01,39138,27064,3623
BR312,2010-12-01,11765,15456,68589
RK302,2010-12-01,5870,1674,14
TF381,2010-12-01,32451,14339,8463
CC646,2010-12-01,27195,12596,18022
TR811,2010-12-01,71524,33449,1422
AB406,2010-12-01,35926,20049,0
YP471,2010-12-01,72841,34518,6
YP203,2010-12-01,66825,52918,225
RK113,2010-12-01,31342,17565,3440
DS161,2010-12-01,37157,28672,23268
RK318,2010-12-01,46110,26243,33509
BR710,2010-12-01,35261,25484,87
TR336,2010-12-01,31334,14924,8046
ON663,2010-12-01,16556,6580,311
BR554,2010-12-01,15873,26131,6074
BR477,2010-12-01,44715,18702,3193
DS105,2010-12-01,13954,4009,329
BR433,2010-12-01,34047,16792,0
YP785,2010-12-01,46212,31195,29013
ON563,2010-12-01,9556,7909,17
DS773,2010-12-01,54342,96773,709
RK128,2010-12-01,8534,2111,1522
AB540,2010-12-01,41667,22864,820
ON120,2010-12-01,80731,55671,439
DS546,2010-12-01,47351,24059,0
TF719,2010-12-01,28214,24203,2384
ON463,2010-12-01,43764,38571,116
CC482,2010-12-01,58762,33806,2120
AB344,2010-12-01,31660,46957,28859
TF277,2010-12-01,66197,34167,1926
YP655,2010-12-01,76795,65046,0
BR430,2010-12-01,40334,37042,46
DS684,2010-12-01,139,85,1
BR554,2010-12-01,2893,775,1996
ON442,2010-12-01,47496,31799,49
TR855,2010-12-01,32480,18241,3648
CC669,2010-12-01,43789,23701,4131
TR444,2010-12-01,21918,10399,5105
ON231,2010-12-01,52159,28494,14972
YP181,2010-12-01,30800,18360,501
TR376,2010-12-01,50137,34432,0
TR843,2010-12-01,26894,20776,7502
RK789,2010-12-01,48426,16260,67
CC565,2010-12-01,28935,17617,0
DS150,2010-12-01,82039,53724,20327
DS780,2010-12-01,89151,43383,0
DS558,2010-12-01,41728,14881,0
ON469,2010-12-01,19656,12752,47
TR729,2010-12-01,51171,12117,192
YP552,2010-12-01,36122,28058,123
YP768,2010-12-01,16542,8459,15280
YP534,2010-12-01,24689,6378,4783
RK403,2010-12-01,31397,24582,13651
BR297,2010-12-01,35395,18446,0
YP737,2010-12-01,45961,20619,50
TR107,2010-12-01,43039,23684,934
TR516,2010-12-01,26262,10057,0
CC142,2010-12-01,76158,73356,77
ON765,2010-12-01,65964,55439,55
ON506,2010-12-01,42896,38895,53
DS607,2010-12-01,39968,22050,1525
TR129,2010-12-01,68025,37020,0
RK539,2010-12-01,42485,49323,192
RK301,2010-12-01,43667,40029,10091
RK738,2010-12-01,34227,21796,703
ON308,2010-12-01,24295,12260,649
TF149,2010-12-01,45631,37239,12268
DS689,2010-12-01,44143,19185,7156
TR135,2010-12-01,43174,24150,872
RK114,2010-12-01,54531,64367,29807
TF850,2010-12-01,44968,31429,918
BR273,2010-12-01,56188,42555,1845
DS441,2010-12-01,31050,16911,0
RK171,2010-12-01,27299,11533,65
ON829,2010-12-01,26613,18254,53
DS887,2010-12-01,32068,8954,20326
TF277,2010-12-01,37067,25219,43
DS241,2010-12-01,68133,72965,369
AB824,2010-12-01,7310,5268,51
ON417,2010-12-01,9925,7269,154
TF740,2010-12-01,38249,22349,0
YP549,2010-12-01,40908,27818,1411
CC643,2010-12-01,35360,20221,6034
AB424,2010-12-01,26890,18831,2174
YP174,2010-12-01,67225,74646,5305
TR129,2010-12-01,33361,26743,0
RK450,2010-12-01,54278,39720,5714
TF222,2010-12-01,34392,23277,846
TR797,2010-12-01,87557,55779,2408
TF770,2010-12-01,38014,29878,1184
CC565,2010-12-01,60818,34158,2231
TR455,2010-12-01,47326,29122,15101
CC782,2010-12-01,44373,55381,984
RK453,2010-12-01,55186,13453,0
YP549,2010-12-01,80252,58804,2088
YP373,2010-12-01,13581,22861,252
ON804,2010-12-01,66853,26677,7973
YP166,2010-12-01,55762,26950,10216
DS161,2010-12-01,28743,22163,10947
RK279,2010-12-01,38443,15919,6268
AB119,2010-12-01,59996,53498,10806
TR400,2010-12-01,46277,30990,1227
AB460,2010-12-01,36773,24621,0
RK301,2010-12-01,50859,45291,410
BR772,2010-12-01,61374,53099,1850
DS780,2010-12-01,56734,41805,423
AB456,2010-12-01,58736,65505,14706
AB838,2010-12-01,68885,58336,1268
ON663,2010-12-01,50077,23658,209
TR701,2010-12-01,35941,65163,1204
TF719,2010-12-01,46952,28364,4902
TR336,2010-12-01,30270,19101,8809
TF267,2010-12-01,39019,30421,55
ON804,2010-12-01,42163,15068,881
CC504,2010-12-01,51189,30866,12870
RK153,2010-12-01,79316,60213,212
TR382,2010-12-01,63355,63609,176
BR273,2010-12-01,43968,25159,907
RK375,2010-12-01,42778,26455,548
TF177,2010-12-01,43780,26910,121
CC479,2010-12-01,36025,13827,4290
CC636,2010-12-01,59306,30004,11694
TR235,2010-12-01,4875,2412,5
CC649,2010-12-01,38673,24443,1663
AB517,2010-12-01,89861,74644,148
ON602,2010-12-01,52070,41359,0
YP203,2010-12-01,31430,11277,379
YP174,2010-12-01,34373,18797,44
DS241,2010-12-01,50074,54873,51
BR159,2010-12-01,11908,3246,3238
CC782,2010-12-01,41750,22803,1226
YP170,2010-12-01,33823,27076,59
DS698,2010-12-01,38487,20992,8461
CC374,2010-12-01,24075,14769,3768
AB735,2010-12-01,26015,8065,11489
BR763,2010-12-01,38056,19068,0
TR331,2010-12-01,67704,69262,67
AB295,2010-12-01,72844,40710,80
CC504,2010-12-01,59008,51478,25308
RK450,2010-12-01,37871,32873,2673
YP676,2010-12-01,15468,73001,79755
AB456,2010-12-01,34663,26213,3235
AB295,2010-12-01,76442,43292,126
DS652,2010-12-01,86936,51820,18608
RK302,2010-12-01,32967,23931,0
AB560,2010-12-01,61986,54053,90
ON333,2010-12-01,34631,16228,0
YP181,2010-12-01,17931,9110,0
AB590,2010-12-01,14882,10606,967
BR836,2010-12-01,8590,3962,150
ON519,2010-12-01,35611,32914,66
RK794,2010-12-01,40140,15829,7350
YP412,2010-12-01,19231,14209,75
YP861,2010-12-01,32386,39139,3784
BR164,2010-12-01,42020,24655,3245
AB540,2010-12-01,58043,51197,5916
ON333,2010-12-01,44992,34955,5724
CC865,2010-12-01,26199,6876,22336
AB590,2010-12-01,46716,20783,40
TF533,2010-12-01,76013,32971,23675
ON848,2010-12-01,65691,36453,49
AB119,2010-12-01,9925,5080,651
CC872,2010-12-01,53285,49518,46
TR694,2010-12-01,37774,15784,7451
CC653,2010-12-01,27673,20271,41408
ON848,2010-12-01,67901,54637,397
CC649,2010-12-01,45620,31286,1568
ON316,2010-12-01,62710,39290,646
DS263,2010-12-01,31417,23193,6024
TF222,2010-12-01,23142,23441,12697
DS234,2010-12-01,26602,10726,7467
ON120,2010-12-01,50874,29484,197
YP714,2010-12-01,70350,53491,0
TR235,2010-12-01,9966,5831,203
DS773,2010-12-01,89907,119600,1784
CC142,2010-12-01,37670,28135,1158
TR387,2010-12-01,66328,39649,113
RK747,2010-12-01,57785,31123,6036
TF172,2010-12-01,54074,30144,5516
TR382,2010-12-01,55149,54935,725
TF696,2010-12-01,30479,24927,20188
RK403,2010-12-01,32567,12334,8713
DS698,2010-12-01,31355,19682,12985
TR507,2010-12-01,25961,19842,34428
TF267,2010-12-01,9102,32088,11
AB513,2010-12-01,19742,7238,7329
YP468,2010-12-01,41187,35339,216
YP220,2010-12-01,31055,18322,11946
AB559,2010-12-01,23278,17096,10819
YP355,2010-12-01,21319,10027,5597
YP821,2010-12-01,41566,20141,0
DS150,2010-12-01,28844,8969,4889
CC627,2010-12-01,15674,7764,320
AB879,2010-12-01,46391,21249,2983
DS684,2010-12-01,40651,22978,0
TF143,2010-12-01,5909,3448,264
ON506,2010-12-01,56650,57991,578
DS884,2010-12-01,45366,22286,8522
AB323,2010-12-01,23132,17225,96
YP229,2010-12-01,46974,22400,761
DS150,2011-01-01,21610,7593,4960
DS161,2011-01-01,39777,26756,17229
RK302,2011-01-01,5650,2083,18
AB879,2011-01-01,47765,22849,0
AB824,2011-01-01,7366,5098,51
DS105,2011-01-01,12098,3833,274
YP174,2011-01-01,41557,20774,45
TF850,2011-01-01,43059,27639,777
BR554,2011-01-01,9446,29823,8700
AB540,2011-01-01,70074,34878,5680
ON563,2011-01-01,11447,7042,17
AB559,2011-01-01,45952,39032,41928
TR107,2011-01-01,35816,22020,828
AB344,2011-01-01,16608,14380,10486
CC627,2011-01-01,7329,3136,116
RK153,2011-01-01,59596,62356,53
YP737,2011-01-01,37743,23719,36
YP229,2011-01-01,41158,19038,1100
AB590,2011-01-01,47774,27131,51
CC865,2011-01-01,13449,3660,13582
ON506,2011-01-01,50122,36191,637
YP373,2011-01-01,9538,2074,305
CC636,2011-01-01,39634,22066,13060
TF719,2011-01-01,54613,30796,6369
DS150,2011-01-01,66268,43520,5129
YP861,2011-01-01,22328,23853,3021
CC782,2011-01-01,22887,9768,447
AB513,2011-01-01,18461,6086,7292
YP181,2011-01-01,41686,33005,2590
DS884,2011-01-01,24242,15322,10846
BR273,2011-01-01,63190,59070,2400
CC482,2011-01-01,25281,11869,2982
ON848,2011-01-01,68041,57326,396
RK747,2011-01-01,53022,19641,5369
CC646,2011-01-01,15100,7555,11628
ON829,2011-01-01,34400,31531,63
ON765,2011-01-01,47154,51999,18
TF222,2011-01-01,33369,13854,1521
TR400,2011-01-01,32687,22910,934
ON506,2011-01-01,30304,28656,3718
YP676,2011-01-01,12653,46752,61055
AB424,2011-01-01,30259,20022,3859
YP471,2011-01-01,20461,12148,88
RK302,2011-01-01,23886,13881,0
ON417,2011-01-01,5194,3834,94
AB590,2011-01-01,13498,11112,843
RK450,2011-01-01,69592,42439,9070
YP552,2011-01-01,34679,24101,63
DS773,2011-01-01,79939,82227,1621
TR382,2011-01-01,34552,46693,143
CC142,2011-01-01,33771,24734,338
YP355,2011-01-01,21480,10076,4536
TF740,2011-01-01,40728,22769,0
BR832,2011-01-01,50601,50179,355
BR164,2011-01-01,31080,19280,4067
CC565,2011-01-01,32557,13415,0
RK301,2011-01-01,43255,33871,1172
DS607,2011-01-01,30710,23740,1630
CC782,2011-01-01,40876,39267,7168
TR331,2011-01-01,56190,40824,40
TR135,2011-01-01,35962,20071,854
RK453,2011-01-01,31038,26331,15
AB119,2011-01-01,15498,10169,1047
CC565,2011-01-01,54095,25009,2796
BR254,2011-01-01,11691,5003,0
YP174,2011-01-01,69793,53272,4089
BR763,2011-01-01,33691,20126,0
ON463,2011-01-01,38297,40373,63
AB295,2011-01-01,68698,48312,135
TF149,2011-01-01,43102,33918,10764
TF177,2011-01-01,30914,22317,89
DS698,2011-01-01,30379,19840,10947
RK539,2011-01-01,45321,23888,43
YP714,2011-01-01,40495,26489,0
ON602,2011-01-01,40784,36419,0
DS558,2011-01-01,37433,25129,0
YP412,2011-01-01,26710,18802,99
AB517,2011-01-01,75680,82178,149
ON231,2011-01-01,60126,35150,9630
ON469,2011-01-01,20151,14322,111
CC464,2011-01-01,13284,4787,17082
TF143,2011-01-01,1698,984,94
YP534,2011-01-01,12335,4370,3995
DS652,2011-01-01,81287,52432,154
TF222,2011-01-01,6547,13872,1594
CC649,2011-01-01,34860,30413,1950
ON663,2011-01-01,30877,24736,185
BR433,2011-01-01,40982,12363,0
RK450,2011-01-01,29418,17017,3625
TR701,2011-01-01,18869,197788,916
TF277,2011-01-01,61955,41159,1883
ON231,2011-01-01,36336,30299,11331
TR855,2011-01-01,31936,17656,3359
ON804,2011-01-01,62691,23878,6465
CC627,2011-01-01,1959,1407,93
YP468,2011-01-01,37835,8721,63
RK113,2011-01-01,27971,14924,12524
TR336,2011-01-01,30573,19596,10909
AB838,2011-01-01,58920,45230,1146
TF719,2011-01-01,30749,14157,1800
BR554,2011-01-01,12245,3990,2717
TF277,2011-01-01,30528,20221,46
ON333,2011-01-01,58357,45198,8531
DS263,2011-01-01,33555,13392,5008
AB323,2011-01-01,55891,34244,97
RK318,2011-01-01,36193,19420,31611
RK794,2011-01-01,35761,16648,9728
ON663,2011-01-01,14913,5717,313
RK789,2011-01-01,39161,16814,86
TF267,2011-01-01,33120,38947,40
RK171,2011-01-01,36920,20149,88
BR273,2011-01-01,35514,21353,1237
TR797,2011-01-01,65233,48833,1974
ON848,2011-01-01,62899,47728,74
TR516,2011-01-01,32262,13907,28
TF846,2011-01-01,53621,34131,331
CC504,2011-01-01,63698,35819,19198
BR312,2011-01-01,11522,10377,59895
ON519,2011-01-01,31349,23127,76
RK114,2011-01-01,59132,47239,27527
CC669,2011-01-01,28278,16262,2852
AB406,2011-01-01,31221,17855,268
AB119,2011-01-01,64741,35551,13011
RK738,2011-01-01,28807,22253,703
DS241,2011-01-01,39911,29628,36
ON804,2011-01-01,39935,10650,647
TF533,2011-01-01,47385,24897,3656
CC479,2011-01-01,30868,12010,5666
DS780,2011-01-01,57257,34729,397
BR297,2011-01-01,29047,19150,0
YP166,2011-01-01,26266,37548,2493
TR129,2011-01-01,63791,42075,199
YP549,2011-01-01,70001,57558,1359
YP785,2011-01-01,24653,19210,21612
CC374,2011-01-01,25336,8627,4438
TF642,2011-01-01,35243,15269,4325
BR477,2011-01-01,42408,17007,2720
TR235,2011-01-01,13863,8294,13
TF696,2011-01-01,36644,26734,37235
AB735,2011-01-01,10653,2029,3919
TR843,2011-01-01,30533,21920,5823
YP166,2011-01-01,36905,26711,8632
BR772,2011-01-01,69986,34563,1980
YP821,2011-01-01,27521,23590,694
AB560,2011-01-01,54298,50144,44
AB460,2011-01-01,58088,39071,0
YP655,2011-01-01,64010,52700,121
BR159,2011-01-01,13060,3028,2539
YP373,2011-01-01,13809,29984,368
CC643,2011-01-01,35720,15696,1841
RK375,2011-01-01,37755,18439,506
TR444,2011-01-01,23802,6357,4776
DS241,2011-01-01,65638,59401,299
ON308,2011-01-01,42400,13878,1297
BR710,2011-01-01,34579,25778,96
TR694,2011-01-01,33807,21596,10200
TR507,2011-01-01,5197,3823,7514
ON829,2011-01-01,90060,45127,2539
TR382,2011-01-01,46910,58525,1189
TR387,2011-01-01,41278,33119,25
TF149,2011-01-01,49533,29131,8159
YP181,2011-01-01,27722,17327,390
ON442,2011-01-01,28876,26428,64
CC649,2011-01-01,41541,29775,1273
DS161,2011-01-01,24133,20343,10747
TR336,2011-01-01,51996,30198,15448
AB295,2011-01-01,65894,45684,92
AB456,2011-01-01,28825,27668,5736
TR235,2011-01-01,22015,10666,533
TF611,2011-01-01,37560,31968,692
YP220,2011-01-01,25134,15935,9961
DS773,2011-01-01,48796,78914,510
ON333,2011-01-01,33410,13480,0
DS780,2011-01-01,83266,62329,99
DS234,2011-01-01,19364,10597,7103
ON120,2011-01-01,75326,43285,137
DS546,2011-01-01,29449,18093,42
AB456,2011-01-01,59684,67372,16672
CC310,2011-01-01,28986,25503,2641
ON316,2011-01-01,48587,33115,119
RK279,2011-01-01,27793,15543,5287
TF585,2011-01-01,23617,10727,272
TR811,2011-01-01,45653,32658,1030
TF770,2011-01-01,29334,20622,369
DS441,2011-01-01,35575,14077,0
TF267,2011-01-01,32785,92464,33
TF172,2011-01-01,40037,20626,2819
CC653,2011-01-01,22020,13191,46061
BR836,2011-01-01,57553,26293,968
BR430,2011-01-01,26595,25348,34
DS698,2011-01-01,32142,23690,8664
YP170,2011-01-01,39800,40539,115
YP203,2011-01-01,74043,34731,213
DS689,2011-01-01,33501,18723,8337
CC872,2011-01-01,43276,38342,1051
YP768,2011-01-01,11254,7416,26790
TR729,2011-01-01,36136,7247,450
TF381,2011-01-01,29986,22052,8574
DS684,2011-01-01,29479,18420,632
DS887,2011-01-01,36371,8834,19313
TR455,2011-01-01,45459,29407,20444
CC142,2011-01-01,68753,48687,169
YP203,2011-01-01,26872,10863,355
AB540,2011-01-01,39510,26685,864
ON120,2011-01-01,41604,20981,1047
YP549,2011-01-01,40894,17158,1272
TR376,2011-01-01,41855,35576,0
