UWI,START_DATE,OIL,GAS,WATER
YP552,1993-02-01,39530,28811,1504
TR336,1993-02-01,125600,93781,832
TR516,1993-02-01,47230,23675,30
CC849,1993-02-01,49755,29759,1161
ON316,1993-02-01,89241,72706,26
DS652,1993-02-01,38993,29431,442
DS378,1993-02-01,33444,25710,1568
ON804,1993-02-01,74395,44334,189
AB560,1993-02-01,73978,57595,0
ON506,1993-02-01,17129,14565,0
ON120,1993-02-01,115054,78148,0
TR387,1993-02-01,71249,50580,56
AB460,1993-02-01,114329,69627,0
ON120,1993-02-01,93943,85879,0
CC504,1993-02-01,58295,59241,1569
TR758,1993-02-01,99412,60508,11195
ON369,1993-02-01,32663,17491,302
DS698,1993-02-01,26829,20027,29
ON804,1993-02-01,39284,30478,129
TR382,1993-02-01,95728,72972,109
TF267,1993-02-01,22276,14887,0
ON575,1993-02-01,113494,67819,0
YP821,1993-02-01,28734,26423,1498
BR772,1993-02-01,69667,44359,0
BR772,1993-02-01,58942,35162,0
BR832,1993-02-01,42762,25210,0
YP220,1993-02-01,58933,55153,270
TR382,1993-02-01,87036,71064,250
YP220,1993-02-01,66347,40065,0
RK539,1993-02-01,89578,87353,228
TF359,1993-02-01,43605,34930,291
ON369,1993-02-01,65571,46260,213
RK113,1993-02-01,31713,25200,8951
TF335,1993-02-01,99067,75597,5542
RK301,1993-02-01,25930,18662,0
CC464,1993-02-01,22525,25828,6832
BR430,1993-02-01,23276,16675,97
RK345,1993-02-01,72004,67435,1320
RK403,1993-02-01,60166,42800,0
DS241,1993-02-01,91704,45320,0
TR791,1993-02-01,10929,11781,705
DS416,1993-02-01,92464,82505,436
BR710,1993-02-01,29354,20208,4433
CC482,1993-02-01,23283,26019,8072
CC872,1993-02-01,97783,63137,48
TR331,1993-02-01,66460,41454,165
YP676,1993-02-01,68261,49980,6709
TR455,1993-03-01,68054,60697,36
DS698,1993-03-01,27958,21581,97
AB742,1993-03-01,73780,53106,7062
ON804,1993-03-01,39089,37106,248
YP467,1993-03-01,30657,21434,5816
BR264,1993-03-01,14203,10867,0
TF359,1993-03-01,49154,28065,288
AB344,1993-03-01,45698,36444,0
RK113,1993-03-01,60434,34540,1348
ON575,1993-03-01,130411,86536,0
TR336,1993-03-01,83889,51820,306
ON765,1993-03-01,95206,69478,0
TR758,1993-03-01,112329,85227,12427
TF149,1993-03-01,41746,28438,175
CC310,1993-03-01,47126,41141,2314
TR791,1993-03-01,3780,1920,100
CC495,1993-03-01,96878,67858,0
ON575,1993-03-01,88847,76532,0
TR331,1993-03-01,50362,40556,0
BR430,1993-03-01,35929,25523,114
CC636,1993-03-01,20686,22040,0
AB590,1993-03-01,139045,80602,1948
AB388,1993-03-01,49742,38728,0
DS241,1993-03-01,49711,34396,32
BR430,1993-03-01,26700,25437,249
ON506,1993-03-01,39408,26986,0
RK114,1993-03-01,49734,33246,8200
AB590,1993-03-01,54458,41297,8
RK361,1993-03-01,61203,61382,0
CC504,1993-03-01,72703,67697,1822
BR772,1993-03-01,45299,43323,0
AB742,1993-03-01,103382,53081,2382
TF335,1993-03-01,118336,87475,601
TF611,1993-03-01,70685,51439,0
TR400,1993-03-01,39482,24589,3486
DS652,1993-03-01,35352,23383,26
DS652,1993-03-01,43918,30524,357
YP471,1993-03-01,62237,39536,50
AB560,1993-03-01,80034,58460,0
TF335,1993-03-01,92046,79509,4145
CC782,1993-03-01,48085,37677,1044
TR382,1993-03-01,98687,74628,107
RK539,1993-03-01,46986,35375,0
YP676,1993-03-01,52500,52243,6464
CC849,1993-03-01,55232,36232,1510
TF172,1993-03-01,99462,66462,409
AB735,1993-03-01,96629,93208,2786
TR455,1993-03-01,32263,26686,287
AB735,1993-03-01,106482,77429,1363
RK345,1993-03-01,79931,89349,1583
RK539,1993-03-01,126256,77577,266
YP181,1993-03-01,87029,81184,12461
TR791,1993-03-01,20139,11915,25
ON893,1993-03-01,31904,26340,565
RK345,1993-03-01,76033,72914,79
TR843,1993-03-01,62103,51990,340
TF143,1993-03-01,114374,78919,224
BR254,1993-03-01,61785,51729,66
YP552,1993-03-01,14499,10867,1646
RK114,1993-03-01,46570,33153,5016
ON369,1993-03-01,36889,17455,245
ON120,1993-03-01,120691,88978,0
TR235,1993-03-01,107572,76645,95
BR832,1993-03-01,44253,28224,0
ON120,1993-03-01,133581,63306,0
BR710,1993-03-01,20488,23347,4146
AB388,1993-03-01,43727,38769,0
CC782,1993-03-01,39946,33916,82
TF695,1993-03-01,16808,11966,0
TF267,1993-03-01,22784,11578,716
TR843,1993-03-01,35971,25163,249
BR219,1993-03-01,77062,67122,163
AB460,1993-03-01,116425,91135,0
YP821,1993-03-01,33676,28624,1261
YP714,1993-03-01,96588,85752,0
DS378,1993-03-01,32197,33131,2716
TR336,1993-03-01,107154,78080,815
TF359,1993-03-01,41372,29009,1660
TF740,1993-03-01,30067,24166,95
RK403,1993-03-01,86671,77655,0
ON231,1993-03-01,38999,30734,70
TF267,1993-03-01,27084,15880,0
RK403,1993-03-01,53901,47512,0
DS773,1993-03-01,44517,31064,0
YP412,1993-03-01,57214,54156,26
TF695,1993-03-01,18947,11196,6
YP181,1993-03-01,86451,67020,12700
RK113,1993-03-01,33662,33660,12211
CC636,1993-03-01,43297,44632,1424
ON316,1993-03-01,83500,71894,29
CC504,1993-03-01,80391,52760,19186
DS416,1993-03-01,110901,64371,403
TF740,1993-03-01,28000,25303,143
ON397,1993-03-01,35581,35424,574
TF149,1993-03-01,106633,96175,54
RK153,1993-03-01,43497,25850,0
BR819,1993-03-01,33980,28656,0
DS241,1993-03-01,94166,59294,0
ON506,1993-03-01,22183,13271,0
TF585,1993-03-01,96768,87368,0
TF850,1993-03-01,59002,41357,174
ON893,1993-03-01,83449,64548,1532
DS773,1993-03-01,39465,27649,0
BR772,1993-03-01,79705,42142,0
TF407,1993-03-01,130194,59378,56
TF143,1993-03-01,115858,76553,1620
CC310,1993-03-01,69347,57621,12215
TR701,1993-03-01,20216,12063,1321
RK153,1993-03-01,49422,43517,0
TR387,1993-03-01,59679,67380,67
BR835,1993-03-01,18326,19156,293
CC479,1993-03-01,48945,46313,622
DS378,1993-03-01,39447,27846,1939
CC872,1993-03-01,106611,79113,0
CC464,1993-03-01,34612,23276,6217
YP220,1993-03-01,38862,41967,171
RK514,1993-03-01,119637,80973,0
TR382,1993-03-01,114289,89920,324
ON231,1993-03-01,58495,31423,5
ON369,1993-03-01,78585,59479,207
RK301,1993-03-01,33330,16264,0
DS698,1993-03-01,21617,18204,25
RK301,1993-03-01,26367,25809,0
CC482,1993-03-01,21621,14443,2292
CC849,1993-03-01,83100,37675,2160
BR836,1993-03-01,58751,52601,112
ON804,1993-03-01,95578,66410,224
RK361,1993-03-01,68900,62088,1371
YP220,1993-03-01,72869,41092,0
CC479,1993-03-01,52176,35762,495
CC154,1993-03-01,32741,30909,290
TR758,1993-03-01,34300,21203,0
YP552,1993-03-01,48315,38305,1798
YP821,1993-03-01,51544,31828,1041
TR516,1993-03-01,45131,30197,35
CC154,1993-03-01,93429,59364,2916
ON397,1993-03-01,34111,27484,1139
BR819,1993-03-01,39036,22871,2828
BR264,1993-03-01,55094,48034,0
CC479,1993-04-01,57587,51639,1230
TF335,1993-04-01,86175,81973,411
YP676,1993-04-01,58320,55137,5954
ON765,1993-04-01,100421,69677,0
ON506,1993-04-01,35541,27799,10
DS378,1993-04-01,24178,21361,1094
TF407,1993-04-01,134002,62982,76
YP181,1993-04-01,75800,83851,8890
DS241,1993-04-01,74480,55507,0
ON804,1993-04-01,81568,57762,156
BR832,1993-04-01,48400,30315,0
AB735,1993-04-01,118241,80148,1770
TF359,1993-04-01,55880,39110,291
YP467,1993-04-01,29432,21824,4349
TF335,1993-04-01,90066,69565,4998
TR455,1993-04-01,26647,24877,595
DS652,1993-04-01,47320,31304,353
YP714,1993-04-01,85251,61149,2
ON893,1993-04-01,23921,16346,377
AB388,1993-04-01,32960,36152,0
CC479,1993-04-01,48711,43658,1004
BR710,1993-04-01,24530,20477,111
RK113,1993-04-01,33950,19957,526
RK403,1993-04-01,109756,72477,0
DS416,1993-04-01,111835,83836,375
TF695,1993-04-01,36722,24703,48
BR430,1993-04-01,31906,20045,90
CC154,1993-04-01,89785,73414,3249
ON506,1993-04-01,19598,16656,0
TR843,1993-04-01,34388,25884,263
TR400,1993-04-01,35417,23294,456
TF172,1993-04-01,74702,61288,401
TF267,1993-04-01,21917,13390,0
RK153,1993-04-01,32085,22698,0
RK113,1993-04-01,31937,33940,10939
BR264,1993-04-01,51265,33756,0
TF695,1993-04-01,44215,29161,153
CC310,1993-04-01,43772,38094,2074
DS773,1993-04-01,36222,28071,0
YP471,1993-04-01,70966,43667,53
TR331,1993-04-01,36561,30420,8
RK114,1993-04-01,29459,35118,4689
BR772,1993-04-01,62134,37348,0
TF611,1993-04-01,66860,60200,38
AB742,1993-04-01,71293,40494,6292
AB560,1993-04-01,52766,50252,0
RK345,1993-04-01,74758,70802,111
ON575,1993-04-01,76012,77267,5
DS773,1993-04-01,31408,25010,0
AB735,1993-04-01,99303,88825,2692
DS698,1993-04-01,29188,18878,33
RK345,1993-04-01,84324,69174,1285
BR772,1993-04-01,62922,43854,0
ON231,1993-04-01,45155,27240,10
BR836,1993-04-01,81679,69077,4
TF740,1993-04-01,48102,46178,225
ON575,1993-04-01,115922,92968,0
TR701,1993-04-01,15325,12788,1196
TR843,1993-04-01,63608,45613,399
TR758,1993-04-01,35391,21304,19
ON893,1993-04-01,88429,57475,1337
CC464,1993-04-01,1787,1283,17
BR704,1993-04-01,449,293,2
DS378,1993-04-01,35095,36507,1089
CC495,1993-04-01,92052,52448,0
ON804,1993-04-01,41782,38277,125
YP220,1993-04-01,70149,48935,0
RK514,1993-04-01,85069,87714,0
TR758,1993-04-01,86335,54797,7514
BR430,1993-04-01,29593,19559,223
TR791,1993-04-01,34411,30990,26406
TR455,1993-04-01,58357,54374,29
YP552,1993-04-01,17155,9664,1451
BR219,1993-04-01,69028,55899,166
ON231,1993-04-01,44240,41812,88
CC782,1993-04-01,40869,37393,1045
ON397,1993-04-01,34313,27804,767
ON120,1993-04-01,121151,79070,0
DS652,1993-04-01,28281,27382,29
CC636,1993-04-01,50256,49190,1032
YP412,1993-04-01,50538,36478,0
BR254,1993-04-01,57110,44562,9
CC482,1993-04-01,21143,14418,6844
ON369,1993-04-01,27590,16865,309
TF359,1993-04-01,28050,21348,1447
AB460,1993-04-01,123361,84707,4
RK539,1993-04-01,41817,34580,0
CC310,1993-04-01,88528,60580,13144
CC849,1993-04-01,53742,35890,960
AB388,1993-04-01,42528,28145,0
RK539,1993-04-01,87780,86304,231
RK361,1993-04-01,71054,38650,108
CC504,1993-04-01,58733,52416,1612
ON316,1993-04-01,89250,95399,28
ON120,1993-04-01,91075,74104,0
TF143,1993-04-01,95601,63851,216
TF740,1993-04-01,59184,50724,266
BR819,1993-04-01,27590,18492,0
TR516,1993-04-01,53244,32270,52
CC849,1993-04-01,69002,40015,2458
RK301,1993-04-01,28208,16744,0
TR387,1993-04-01,73453,60173,55
TR336,1993-04-01,78913,45499,257
AB742,1993-04-01,90886,54095,2148
TR791,1993-04-01,25557,12944,53
TF149,1993-04-01,81041,87062,56
TR235,1993-04-01,117475,99926,130
BR835,1993-04-01,16045,12582,203
CC154,1993-04-01,49478,24454,99
AB590,1993-04-01,51544,54318,367
AB590,1993-04-01,120814,95209,2671
TF267,1993-04-01,10522,8033,375
TF585,1993-04-01,95374,88227,2
TF143,1993-04-01,84735,70768,1511
DS698,1993-04-01,32849,17819,166
RK361,1993-04-01,52553,52773,860
YP821,1993-04-01,23817,28580,1348
BR264,1993-04-01,17501,9622,0
CC504,1993-04-01,60500,50518,15980
ON397,1993-04-01,30620,37555,514
CC872,1993-04-01,92065,94543,0
RK301,1993-04-01,23593,22980,0
TR382,1993-04-01,107262,79329,250
RK153,1993-04-01,64186,32598,42
YP220,1993-04-01,23837,18559,0
RK114,1993-04-01,44341,38965,7646
ON369,1993-04-01,55596,43778,329
BR819,1993-04-01,33265,22102,176
CC464,1993-04-01,36173,24423,6183
YP552,1993-04-01,35257,36280,1528
RK403,1993-04-01,49849,42195,0
YP181,1993-04-01,73428,58166,11250
AB344,1993-04-01,49028,35243,0
TR382,1993-04-01,100668,89950,174
TR336,1993-04-01,113355,74553,805
CC782,1993-04-01,40140,35731,88
TF850,1993-04-01,53001,27336,92
YP821,1993-04-01,50871,29831,1160
TF149,1993-04-01,55509,31908,150
DS241,1993-04-01,47778,32558,27
YP220,1993-05-01,60779,32504,0
RK301,1993-05-01,14496,6843,0
DS773,1993-05-01,16682,9510,0
CC310,1993-05-01,66275,43194,2633
RK113,1993-05-01,47051,36342,10303
CC464,1993-05-01,44914,30979,397
DS773,1993-05-01,18919,10168,0
TF143,1993-05-01,95035,105860,1703
TF267,1993-05-01,9753,5661,0
ON397,1993-05-01,50879,31119,217
AB344,1993-05-01,54878,33276,0
BR219,1993-05-01,77770,54090,0
CC636,1993-05-01,51828,50070,1127
RK403,1993-05-01,119901,58240,0
AB388,1993-05-01,45289,30464,0
ON231,1993-05-01,29101,26290,29
BR254,1993-05-01,62616,44226,100
YP220,1993-05-01,58719,30119,0
TR382,1993-05-01,80662,71078,103
TR758,1993-05-01,84075,62703,0
TR387,1993-05-01,85816,56935,0
RK114,1993-05-01,32448,26837,4461
BR819,1993-05-01,12776,9898,0
TR516,1993-05-01,54077,33153,140
ON804,1993-05-01,47921,47857,182
ON506,1993-05-01,20822,12928,0
ON506,1993-05-01,47248,24573,0
TF407,1993-05-01,117506,77700,62
YP821,1993-05-01,59225,40351,263
RK153,1993-05-01,26421,25560,470
DS378,1993-05-01,20750,13234,0
BR772,1993-05-01,61054,46164,0
AB590,1993-05-01,118874,99763,1719
DS652,1993-05-01,22200,23484,27
ON893,1993-05-01,72489,42168,420
ON369,1993-05-01,10817,6602,200
ON893,1993-05-01,36603,28037,211
YP552,1993-05-01,19564,9048,1415
ON316,1993-05-01,72994,87842,0
YP676,1993-05-01,74599,60239,10564
CC504,1993-05-01,69298,71632,1744
TF611,1993-05-01,51212,37114,113
DS241,1993-05-01,42624,27066,0
TR336,1993-05-01,129103,69616,797
BR430,1993-05-01,21591,19382,0
AB742,1993-05-01,75138,52428,7792
DS416,1993-05-01,133980,83579,135
BR264,1993-05-01,41303,25700,0
BR710,1993-05-01,40898,25257,670
CC479,1993-05-01,80352,46999,286
CC464,1993-05-01,36306,24827,7279
AB388,1993-05-01,37999,32228,0
TF335,1993-05-01,119378,76477,5487
TR791,1993-05-01,26290,14430,51
ON120,1993-05-01,100837,46831,0
CC504,1993-05-01,51941,42192,8904
CC154,1993-05-01,29978,21211,421
RK539,1993-05-01,89424,83433,0
TR758,1993-05-01,64076,41233,185
TF172,1993-05-01,72803,42468,280
ON765,1993-05-01,91838,63114,0
TR235,1993-05-01,100482,87792,283
YP714,1993-05-01,53113,44301,0
AB742,1993-05-01,103515,58383,2278
ON120,1993-05-01,90719,56925,26
DS378,1993-05-01,22866,17017,1099
TR843,1993-05-01,58885,64001,2622
DS652,1993-05-01,40525,25213,0
AB460,1993-05-01,112661,78471,0
DS698,1993-05-01,35874,11912,85
TR382,1993-05-01,108602,108082,382
CC849,1993-05-01,67983,42525,2038
YP552,1993-05-01,44342,32240,0
TF695,1993-05-01,28666,22538,0
RK153,1993-05-01,31262,23026,0
CC872,1993-05-01,94957,71047,0
TF267,1993-05-01,24566,18850,270
TR791,1993-05-01,49661,33534,21365
TF740,1993-05-01,87078,104970,60
ON369,1993-05-01,19913,13309,217
ON804,1993-05-01,77393,65430,135
CC495,1993-05-01,98784,54590,0
TR455,1993-05-01,34850,27837,2262
DS698,1993-05-01,23674,28667,588
TF149,1993-05-01,88755,85510,0
BR832,1993-05-01,53734,41336,0
ON575,1993-05-01,113799,88954,0
AB590,1993-05-01,92210,110103,3166
YP821,1993-05-01,36262,30078,0
BR772,1993-05-01,50595,35838,0
BR836,1993-05-01,85764,90993,71
TR701,1993-05-01,18991,14074,1600
TR400,1993-05-01,39860,31720,300
TF359,1993-05-01,63072,39357,319
RK361,1993-05-01,53952,24708,949
TR331,1993-05-01,41295,36382,0
YP467,1993-05-01,34328,27835,8202
RK539,1993-05-01,36259,38512,0
CC482,1993-05-01,28616,20248,9129
BR264,1993-05-01,24407,23044,0
RK345,1993-05-01,104919,68583,1711
BR430,1993-05-01,19455,14862,0
YP412,1993-05-01,53657,37169,19
TF850,1993-05-01,53763,39780,116
ON397,1993-05-01,32676,26065,1008
TF143,1993-05-01,103669,95144,278
RK403,1993-05-01,59473,35656,0
TF740,1993-05-01,88626,80405,24
ON231,1993-05-01,16530,19057,333
CC154,1993-05-01,106902,63356,2050
RK301,1993-05-01,15657,8251,0
TF149,1993-05-01,50624,44173,287
TF585,1993-05-01,109029,72981,0
TF695,1993-05-01,38214,27528,308
RK114,1993-05-01,67388,56691,8284
YP471,1993-05-01,66613,47900,0
TF335,1993-05-01,129585,72031,629
CC782,1993-05-01,41412,32878,1372
TF359,1993-05-01,42991,36139,968
CC782,1993-05-01,46936,46876,0
CC479,1993-05-01,52364,46443,935
DS241,1993-05-01,79323,63595,0
AB560,1993-05-01,58775,46162,0
CC310,1993-05-01,82406,68729,13071
AB735,1993-05-01,133325,103127,3308
YP181,1993-05-01,82930,78833,10333
ON575,1993-05-01,65340,52391,208
YP181,1993-05-01,74422,65740,5226
TR336,1993-05-01,66141,44622,268
RK345,1993-05-01,85548,75808,110
RK514,1993-05-01,114904,114922,0
TR843,1993-05-01,36624,26124,205
AB735,1993-05-01,142148,67946,2469
RK361,1993-05-01,56412,30755,487
TR455,1993-05-01,84370,47662,770
CC849,1993-05-01,63969,34367,1353
BR819,1993-05-01,25550,20972,1141
AB735,1993-06-01,104665,85614,2836
RK403,1993-06-01,104178,67410,0
YP821,1993-06-01,37271,28117,0
RK153,1993-06-01,33355,18612,0
TR516,1993-06-01,37799,24191,22
RK514,1993-06-01,93023,86135,0
CC872,1993-06-01,73902,73962,0
AB344,1993-06-01,51192,35366,0
RK301,1993-06-01,15468,6096,0
CC479,1993-06-01,52763,47639,236
DS652,1993-06-01,51080,26504,0
TF172,1993-06-01,49840,42737,309
RK113,1993-06-01,35107,33320,10357
DS652,1993-06-01,29093,30994,23
TR400,1993-06-01,21282,19971,2124
TF335,1993-06-01,90231,81309,5995
TF359,1993-06-01,51339,26458,933
TR843,1993-06-01,55267,36532,80
ON506,1993-06-01,40585,25960,0
BR772,1993-06-01,42307,29256,0
ON369,1993-06-01,25458,10941,188
TF695,1993-06-01,38856,23840,0
BR832,1993-06-01,61106,30655,0
CC495,1993-06-01,75079,43275,0
AB460,1993-06-01,90850,100310,0
BR264,1993-06-01,25262,25373,0
RK403,1993-06-01,67311,36923,0
CC154,1993-06-01,31616,21570,290
ON575,1993-06-01,89032,102013,0
TR791,1993-06-01,42777,29253,19071
CC310,1993-06-01,64142,57397,12122
DS698,1993-06-01,32230,20752,514
DS416,1993-06-01,117705,74927,82
DS773,1993-06-01,18881,11329,0
YP676,1993-06-01,73417,71533,7394
DS378,1993-06-01,33268,24321,1072
YP471,1993-06-01,62760,36995,0
DS241,1993-06-01,84636,55806,0
RK153,1993-06-01,36829,29728,0
ON804,1993-06-01,52403,47925,87
YP552,1993-06-01,11976,8689,1444
CC782,1993-06-01,41333,40506,992
ON893,1993-06-01,40553,20311,182
ON231,1993-06-01,24471,21762,29
ON316,1993-06-01,91430,60771,0
TR455,1993-06-01,64794,71679,1121
TR843,1993-06-01,29263,17734,248
TF267,1993-06-01,8582,4170,0
TR336,1993-06-01,71819,48246,279
ON397,1993-06-01,37337,33150,1060
BR710,1993-06-01,33370,29201,563
TF143,1993-06-01,126044,83729,244
BR219,1993-06-01,101822,51615,0
ON120,1993-06-01,118062,66902,37
BR819,1993-06-01,13919,8477,0
BR836,1993-06-01,106705,66692,0
ON804,1993-06-01,92900,53267,135
TF359,1993-06-01,46205,32874,236
AB590,1993-06-01,92565,92565,2622
TR235,1993-06-01,106633,83978,296
AB388,1993-06-01,53965,37706,0
DS698,1993-06-01,37408,12725,102
AB742,1993-06-01,59368,38173,306
YP714,1993-06-01,50778,40988,0
BR430,1993-06-01,24221,16210,0
CC504,1993-06-01,72341,54613,1852
CC154,1993-06-01,81555,63744,2185
DS773,1993-06-01,18190,14261,0
AB742,1993-06-01,35836,18570,765
YP467,1993-06-01,36642,23868,8331
TR791,1993-06-01,19575,16566,63
CC482,1993-06-01,36888,18753,7016
BR819,1993-06-01,32998,15439,1293
ON765,1993-06-01,93651,67646,0
TR701,1993-06-01,19514,11517,1557
CC782,1993-06-01,68375,50718,0
ON575,1993-06-01,65215,63062,193
TF611,1993-06-01,54388,40355,346
YP821,1993-06-01,47317,45120,302
YP181,1993-06-01,53240,48810,4926
RK361,1993-06-01,46537,21506,726
ON506,1993-06-01,17958,11628,0
TR387,1993-06-01,72254,69122,0
TF585,1993-06-01,115839,74956,0
CC464,1993-06-01,39601,34805,483
TR382,1993-06-01,78805,81906,156
RK301,1993-06-01,17651,6491,0
TR758,1993-06-01,79371,68176,0
CC310,1993-06-01,56498,37524,2562
TR336,1993-06-01,101011,86052,1136
BR254,1993-06-01,59325,39262,93
RK114,1993-06-01,65314,56326,10776
CC464,1993-06-01,50026,37782,8074
CC849,1993-06-01,77441,33977,2330
CC636,1993-06-01,52345,45073,1136
ON369,1993-06-01,14656,9699,193
CC479,1993-06-01,47115,39554,1158
TR758,1993-06-01,64246,35797,189
YP220,1993-06-01,52315,35237,0
TF267,1993-06-01,24736,13721,271
RK114,1993-06-01,41692,38232,4691
AB590,1993-06-01,101805,101234,1988
ON397,1993-06-01,48642,25969,295
RK539,1993-06-01,82860,58481,0
TF149,1993-06-01,43505,28229,200
YP181,1993-06-01,97066,97350,11794
DS241,1993-06-01,43171,33193,0
TF850,1993-06-01,51400,41905,118
AB735,1993-06-01,134579,92298,2704
ON231,1993-06-01,15729,15020,305
TF143,1993-06-01,86179,78685,247
BR264,1993-06-01,27225,25387,0
TR455,1993-06-01,28476,30182,256
RK345,1993-06-01,71751,58337,104
YP552,1993-06-01,33837,25494,0
CC849,1993-06-01,50964,39117,1201
AB560,1993-06-01,40631,32187,0
RK361,1993-06-01,45116,41055,526
TF149,1993-06-01,81433,52116,0
TF335,1993-06-01,102366,77072,585
AB388,1993-06-01,52645,36762,0
BR430,1993-06-01,24742,19372,0
TF407,1993-06-01,86098,65621,38
YP220,1993-06-01,60943,38822,0
TR382,1993-06-01,133477,91145,431
ON120,1993-06-01,66378,51163,0
DS378,1993-06-01,27150,24378,1481
RK345,1993-06-01,98882,80724,1296
RK539,1993-06-01,38798,33294,0
YP412,1993-06-01,49221,35290,0
TF740,1993-06-01,75419,75822,30
ON893,1993-06-01,79720,50378,514
TR331,1993-06-01,59636,37117,167
TF740,1993-06-01,101489,85975,62
TF695,1993-06-01,27640,25825,349
CC504,1993-06-01,50198,38004,7520
BR772,1993-06-01,59869,42259,0
TR336,1993-07-01,57161,48030,353
YP412,1993-07-01,51653,33762,0
DS698,1993-07-01,22439,12504,54
DS773,1993-07-01,15255,9183,0
TF267,1993-07-01,16390,13666,279
CC479,1993-07-01,62734,46463,239
RK345,1993-07-01,77641,56006,254
CC310,1993-07-01,64459,68361,13982
ON765,1993-07-01,97923,54957,0
TR516,1993-07-01,42577,36979,595
TF172,1993-07-01,61318,44768,313
TF585,1993-07-01,99920,71112,0
ON893,1993-07-01,49918,46281,67
RK114,1993-07-01,36856,30759,6457
TF611,1993-07-01,59270,43605,339
CC482,1993-07-01,22187,19508,11566
TF695,1993-07-01,31199,17006,0
CC154,1993-07-01,87303,79367,1740
AB590,1993-07-01,105840,106063,3477
TF335,1993-07-01,117449,84240,1479
DS652,1993-07-01,40838,23354,0
DS241,1993-07-01,73272,49034,0
DS652,1993-07-01,30171,24180,338
BR264,1993-07-01,15586,15413,0
TR387,1993-07-01,93406,57544,0
TR382,1993-07-01,123604,114531,394
DS378,1993-07-01,46832,34790,3864
ON397,1993-07-01,33515,16037,1154
TR455,1993-07-01,30935,31415,289
TR400,1993-07-01,25686,25199,1829
BR254,1993-07-01,41808,45008,81
BR219,1993-07-01,105116,70199,0
YP220,1993-07-01,45995,24352,0
TR758,1993-07-01,73386,44032,0
AB388,1993-07-01,49176,30222,0
BR772,1993-07-01,54421,29340,0
AB344,1993-07-01,52168,44902,0
CC504,1993-07-01,56787,41471,599
RK539,1993-07-01,96307,67646,0
TF740,1993-07-01,113877,80732,58
CC849,1993-07-01,46925,36079,1443
ON231,1993-07-01,20522,13789,348
AB742,1993-07-01,19615,15041,0
AB388,1993-07-01,56153,35037,0
AB735,1993-07-01,116166,88494,1670
CC782,1993-07-01,52497,33120,697
TR455,1993-07-01,85895,60818,1266
RK114,1993-07-01,66820,58877,9756
BR430,1993-07-01,27443,19071,0
TF850,1993-07-01,72108,48208,369
ON893,1993-07-01,68141,44773,4338
ON804,1993-07-01,72772,53234,86
CC154,1993-07-01,27556,23092,228
ON506,1993-07-01,23012,13528,0
CC849,1993-07-01,71467,38282,2305
CC636,1993-07-01,56947,31212,1128
TR382,1993-07-01,66778,84504,182
TR791,1993-07-01,26121,18308,67
CC504,1993-07-01,52693,33980,5025
AB460,1993-07-01,100147,66097,0
CC464,1993-07-01,59136,36564,9531
ON397,1993-07-01,42298,23730,236
AB742,1993-07-01,72776,43786,1159
TR843,1993-07-01,31717,18542,222
TR336,1993-07-01,108913,95520,1308
YP181,1993-07-01,81993,68886,11356
TF407,1993-07-01,127726,76889,50
AB735,1993-07-01,122155,69262,1623
TR235,1993-07-01,93641,83584,261
AB590,1993-07-01,156359,122614,1909
DS698,1993-07-01,23531,18037,372
CC872,1993-07-01,101675,75081,0
ON369,1993-07-01,30246,13040,239
RK361,1993-07-01,42656,28100,866
YP552,1993-07-01,13193,8020,1439
RK301,1993-07-01,19302,6888,0
TF359,1993-07-01,49716,44189,140
RK345,1993-07-01,104907,65747,1533
CC495,1993-07-01,67450,49554,0
DS773,1993-07-01,15804,11608,0
ON369,1993-07-01,29510,14370,190
ON120,1993-07-01,113290,56546,16
ON575,1993-07-01,47616,47759,168
RK361,1993-07-01,51461,35280,491
YP181,1993-07-01,71907,66822,11433
TR758,1993-07-01,54394,32589,163
BR819,1993-07-01,24365,15423,1193
TF149,1993-07-01,77321,77665,18
TF267,1993-07-01,4907,3177,0
YP714,1993-07-01,59086,42362,0
YP471,1993-07-01,70775,46802,0
RK539,1993-07-01,40163,32514,0
RK153,1993-07-01,37678,29620,0
RK514,1993-07-01,96947,96390,0
RK301,1993-07-01,16093,8216,75
YP821,1993-07-01,46325,42575,251
ON231,1993-07-01,21176,26406,0
ON804,1993-07-01,54181,36504,112
TF335,1993-07-01,92471,83087,616
AB560,1993-07-01,48082,59893,0
RK113,1993-07-01,32531,37175,9961
ON575,1993-07-01,75906,92294,0
DS241,1993-07-01,38095,36743,0
RK153,1993-07-01,29583,21693,66
BR832,1993-07-01,56641,38997,0
TR791,1993-07-01,39613,24829,21076
TF740,1993-07-01,72442,66161,27
ON316,1993-07-01,85711,72870,0
DS416,1993-07-01,111671,76938,105
YP552,1993-07-01,23547,14907,61
CC310,1993-07-01,58405,45381,3149
YP220,1993-07-01,49275,31436,0
BR264,1993-07-01,16249,16303,0
TF359,1993-07-01,41411,35275,1356
RK113,1993-07-01,5501,3121,123
YP467,1993-07-01,32272,26664,7305
TR331,1993-07-01,58015,35151,140
CC464,1993-07-01,19759,23322,572
TR235,1993-07-01,553,455,0
YP821,1993-07-01,37389,26804,0
TF695,1993-07-01,30400,20194,287
TF143,1993-07-01,122047,102771,283
CC782,1993-07-01,66442,55403,656
TF143,1993-07-01,106006,107810,224
RK403,1993-07-01,98747,69331,0
