UWI,START_DATE,OIL,GAS,WATER
TR331,2005-06-01,19930,14932,13
BR836,2005-06-01,19332,16090,0
BR832,2005-06-01,55919,61479,38
TR843,2005-06-01,31116,35154,6153
CC374,2005-06-01,26563,20087,39
YP229,2005-06-01,36731,23859,0
BR772,2005-06-01,38836,16547,90
AB824,2005-06-01,41528,22750,128
AB424,2005-06-01,39093,13723,1544
TF277,2005-06-01,59719,25991,192
CC495,2005-06-01,11486,4447,0
ON575,2005-06-01,26723,12178,6658
AB257,2005-06-01,19777,8903,5307
CC398,2005-06-01,34708,34482,13328
DS496,2005-06-01,61388,19207,350
TF445,2005-06-01,47878,26331,8905
YP655,2005-06-01,51060,18348,8678
YP647,2005-06-01,18352,4515,1531
CC565,2005-06-01,38719,26754,50
RK153,2005-06-01,53149,52076,150
TR400,2005-06-01,17512,3491,91
YP693,2005-06-01,30058,15142,29
TF533,2005-06-01,31295,32023,505
DS652,2005-06-01,31858,14738,0
AB540,2005-06-01,27278,26827,0
CC872,2005-06-01,60292,87635,185
TR135,2005-06-01,33627,15158,22
AB424,2005-06-01,47198,10643,2604
TF573,2005-06-01,24061,6266,6681
YP552,2005-06-01,29514,11652,293
RK171,2005-06-01,38649,33437,66
TF143,2005-06-01,37356,31121,0
YP655,2005-06-01,26308,8430,0
RK794,2005-06-01,35293,28896,122
CC565,2005-06-01,46729,26133,414
DS546,2005-06-01,36273,23883,142
BR273,2005-06-01,33650,28346,26
DS773,2005-06-01,2425,3501,5
CC627,2005-06-01,28554,19900,1968
YP676,2005-06-01,36938,32609,33565
TF642,2005-06-01,39093,22871,0
YP166,2005-06-01,7591,3766,0
CC865,2005-06-01,58956,44489,18324
ON442,2005-06-01,38937,35834,0
ON316,2005-06-01,75949,46914,0
BR273,2005-06-01,71258,52462,459
BR763,2005-06-01,31656,20089,0
RK539,2005-06-01,40262,39337,7694
TR418,2005-06-01,83434,44280,0
TF770,2005-06-01,32548,26624,399
AB590,2005-06-01,17832,8704,0
TR797,2005-06-01,32394,33068,0
DS241,2005-06-01,19432,8663,12
RK375,2005-06-01,30598,11660,18
DS698,2005-06-01,51859,49519,651
YP534,2005-06-01,62918,44851,7829
DS161,2005-06-01,61295,37982,1952
RK153,2005-06-01,9401,10312,0
DS698,2005-06-01,51158,47869,1150
TR762,2005-06-01,23800,5376,29
CC782,2005-06-01,30129,12228,326
YP577,2005-06-01,18878,2617,3185
TF719,2005-06-01,33057,21746,47
AB119,2005-06-01,46726,35821,3838
YP181,2005-06-01,33467,25001,0
CC646,2005-06-01,26029,17888,2281
AB540,2005-06-01,37962,22216,411
TR843,2005-06-01,22004,21811,6828
TR455,2005-06-01,21957,17746,19
BR159,2005-06-01,32408,18161,89
ON765,2005-06-01,47299,39681,175
TF850,2005-06-01,16474,11197,189
TR507,2005-06-01,31999,20717,26
CC464,2005-06-01,62997,54421,30680
TF149,2005-06-01,47979,48001,4165
CC310,2005-06-01,40935,27683,2231
CC504,2005-06-01,30213,26745,7626
TF222,2005-06-01,19111,14418,388
YP373,2005-06-01,26930,28126,915
YP467,2005-06-01,23152,13809,5673
CC782,2005-06-01,50049,27438,431
TF267,2005-06-01,32761,34788,1389
DS378,2005-06-01,40531,49665,5349
CC766,2005-06-01,43366,23875,662
TF381,2005-06-01,41379,24936,126
TR107,2005-06-01,38214,19725,145
AB295,2005-06-01,45634,47059,0
DS582,2005-06-01,5600,4043,8075
TF740,2005-06-01,39303,28370,5568
ON804,2005-06-01,37765,29536,600
CC669,2005-06-01,18571,7336,11959
TR694,2005-06-01,22250,13191,45
DS378,2005-06-01,41428,55425,791
CC142,2005-06-01,44996,12173,2549
TF172,2005-06-01,73309,62258,0
ON820,2005-06-01,24106,14173,11622
AB824,2005-07-01,27769,21731,61
ON506,2005-07-01,61750,41425,46
CC872,2005-07-01,77291,86881,21
DS378,2005-07-01,29304,35322,3880
YP549,2005-07-01,65701,50874,0
TF381,2005-07-01,38733,24799,140
DS689,2005-07-01,31661,30561,1413
AB119,2005-07-01,38459,43271,2308
RK794,2005-07-01,26123,27872,92
DS150,2005-07-01,43602,32690,0
DS607,2005-07-01,22070,17187,4
TF695,2005-07-01,60070,42719,35
CC464,2005-07-01,38929,22869,16595
TF850,2005-07-01,12455,12280,268
YP821,2005-07-01,20637,10197,0
TF267,2005-07-01,18808,16448,495
CC646,2005-07-01,28437,18907,2997
TF407,2005-07-01,48299,41511,90
AB257,2005-07-01,25877,1721,6210
ON120,2005-07-01,83475,33283,117
TR507,2005-07-01,39881,17773,1015
TF277,2005-07-01,49213,22481,157
BR430,2005-07-01,33112,49182,4
DS263,2005-07-01,27851,13826,60
TR135,2005-07-01,29567,20243,29
YP373,2005-07-01,23760,22487,704
CC482,2005-07-01,18414,12129,691
TF339,2005-07-01,94947,79220,1129
AB517,2005-07-01,21061,30945,66
TF445,2005-07-01,39281,16783,6278
AB540,2005-07-01,30596,23989,362
AB460,2005-07-01,50931,49671,96
BR763,2005-07-01,26329,20607,0
CC435,2005-07-01,126,18,216
YP373,2005-07-01,320,236,0
RK279,2005-07-01,35917,6209,79
BR273,2005-07-01,52857,58861,476
YP174,2005-07-01,38520,23279,4620
TR843,2005-07-01,46472,49322,6960
CC627,2005-07-01,24671,15889,1479
TR107,2005-07-01,36849,21146,133
YP768,2005-07-01,9651,3838,954
YP467,2005-07-01,24460,5544,3762
TF267,2005-07-01,33519,34523,3282
CC643,2005-07-01,31528,14404,263
AB295,2005-07-01,38428,32224,0
TF695,2005-07-01,38666,45514,8834
RK301,2005-07-01,67533,63810,2107
AB388,2005-07-01,34269,34846,22
AB560,2005-07-01,65856,76284,0
CC374,2005-07-01,34330,22409,13
TF719,2005-07-01,36768,33062,198
RK403,2005-07-01,50911,13808,0
TR400,2005-07-01,36033,22136,65
TR724,2005-07-01,43828,19027,312
RK113,2005-07-01,27462,12669,2796
TR382,2005-07-01,37169,34202,112
YP693,2005-07-01,27810,9687,167
YP174,2005-07-01,14796,10980,13
RK153,2005-07-01,47562,62376,151
AB344,2005-07-01,19416,23466,0
CC504,2005-07-01,32468,20794,14
AB424,2005-07-01,45932,11853,2952
ON848,2005-07-01,50902,41027,397
RK361,2005-07-01,39059,41083,20793
DS884,2005-07-01,34180,19517,1386
DS241,2005-07-01,63696,45380,308
RK450,2005-07-01,33349,23746,45
TF149,2005-07-01,55903,37977,5610
TF611,2005-07-01,26625,19218,47
ON848,2005-07-01,29207,13538,31
TF585,2005-07-01,45348,27214,240
YP647,2005-07-01,20515,34758,825
YP229,2005-07-01,40732,33003,0
CC310,2005-07-01,37853,33174,2055
CC669,2005-07-01,52417,9120,9672
YP181,2005-07-01,79,52,17
RK450,2005-07-01,71147,48901,5595
CC865,2005-07-01,43992,29617,12331
ON397,2005-07-01,1242,163,95
BR159,2005-07-01,25814,11547,122
RK854,2005-07-01,7098,2182,43
YP181,2005-07-01,30516,20515,0
RK747,2005-07-01,28656,18846,22
TR387,2005-07-01,61652,44061,53
AB456,2005-07-01,31903,37636,160
BR273,2005-07-01,34320,38745,23
YP166,2005-07-01,45413,16214,0
AB513,2005-07-01,33490,32476,580
CC883,2005-07-01,35461,34052,3525
TR797,2005-07-01,30733,27969,39
RK403,2005-07-01,47471,10718,525
TF770,2005-07-01,26668,16378,272
YP821,2005-07-01,22223,5380,192
RK789,2005-07-01,26636,15750,10
CC142,2005-07-01,78229,58590,3552
DS720,2005-07-01,41268,22218,22211
TF740,2005-07-01,34072,17320,1785
BR254,2005-07-01,22582,15988,0
AB759,2005-07-01,31811,18422,4613
YP355,2005-07-01,37839,21419,78
YP166,2005-07-01,54655,28102,0
CC479,2005-07-01,57239,43011,14447
TR336,2005-07-01,39704,15164,2838
DS652,2005-07-01,40295,12455,0
DS698,2005-07-01,88735,64325,962
CC565,2005-07-01,34028,22498,61
YP655,2005-07-01,18777,7205,0
DS241,2005-07-01,31697,16789,17
TR418,2005-07-01,47428,31882,0
YP203,2005-07-01,27787,20610,0
TF445,2005-07-01,32557,11902,5948
YP655,2005-07-01,58378,29045,11517
AB119,2005-07-01,29353,18145,0
ON236,2005-07-01,47661,26469,1611
RK514,2005-07-01,38165,13929,571
BR836,2005-07-01,21798,15736,0
DS780,2005-07-01,72837,40890,176
ON820,2005-07-01,22667,5683,4009
TR235,2005-07-01,23956,15832,510
TR843,2005-07-01,22293,19659,5827
DS546,2005-07-01,36164,22864,33
TR516,2005-07-01,20445,15318,92
TF222,2005-07-01,24572,18238,584
DS698,2005-07-01,50034,40189,1774
BR264,2005-07-01,47240,52113,118
DS496,2005-07-01,60669,35654,0
DS161,2005-07-01,15634,8161,1263
DS161,2005-07-01,40309,27750,423
ON575,2005-07-01,48597,31519,481
CC495,2005-07-01,19059,8325,14
CC154,2005-07-01,34083,12719,5628
TF740,2005-07-01,44912,35031,4106
AB295,2005-07-01,22686,13274,139
ON333,2005-07-01,29787,10905,0
YP203,2005-07-01,59797,60612,1387
DS780,2005-07-01,32762,25911,1392
CC782,2005-07-01,32256,32565,554
BR312,2005-07-01,28291,25686,37260
ON308,2005-07-01,18380,10151,17
TR729,2005-07-01,27400,11880,1027
CC669,2005-07-01,17882,8829,11375
CC849,2005-07-01,32949,14733,3164
DS582,2005-07-01,17022,12321,12363
RK301,2005-07-01,52189,56295,883
TF172,2005-07-01,51086,72343,0
ON231,2005-07-01,64392,37928,1875
ON316,2005-07-01,56616,51562,0
BR710,2005-07-01,37387,9868,0
AB456,2005-07-01,40411,53154,2036
DS378,2005-07-01,40760,38494,568
YP676,2005-07-01,39694,32577,22509
RK114,2005-07-01,61286,53591,8970
CC636,2005-07-01,16973,6703,481
ON333,2005-07-01,64972,65763,1008
CC142,2005-07-01,35973,15628,998
BR554,2005-07-01,37596,19594,395
YP549,2005-07-01,31322,29869,0
RK171,2005-07-01,25493,10500,6
DS441,2005-07-01,37524,20386,168
ON575,2005-07-01,35870,16881,8074
TF277,2005-07-01,25956,10492,0
CC653,2005-07-01,45438,33042,6891
YP534,2005-07-01,49945,34375,8539
TR791,2005-07-01,14844,6725,2081
AB838,2005-07-01,18134,7063,0
ON804,2005-07-01,50798,42966,3245
ON765,2005-07-01,51097,29410,227
TF573,2005-07-01,19906,8597,5261
CC252,2005-07-01,35607,47282,30
TR455,2005-07-01,41511,15690,118
TF719,2005-07-01,56332,57981,1466
CC504,2005-07-01,43955,31506,13422
AB559,2005-07-01,21928,12151,2
TF143,2005-07-01,26190,28577,0
BR601,2005-07-01,34098,5384,2435
TR336,2005-07-01,45137,36455,75
TR455,2005-07-01,22129,15818,25
DS558,2005-07-01,31941,20786,6
ON442,2005-07-01,40702,29650,0
ON804,2005-07-01,42380,31147,657
ON506,2005-07-01,61759,65860,7964
CC565,2005-07-01,46223,43012,842
BR477,2005-07-01,16508,10588,33
TR753,2005-07-01,33911,7268,52
ON798,2005-07-01,24575,16057,4
ON463,2005-07-01,24495,24359,0
BR772,2005-07-01,30244,12719,77
CC627,2005-07-01,30885,16640,216
TR382,2005-07-01,41007,51925,12098
AB540,2005-07-01,43713,27838,3895
YP552,2005-07-01,27050,9143,251
YP714,2005-07-01,32345,12790,0
TF149,2005-07-01,50970,33249,898
TF770,2005-07-01,60052,41538,545
BR264,2005-07-01,70908,83993,122
TR331,2005-07-01,21666,29301,2
TF222,2005-07-01,41540,40701,9880
TR235,2005-07-01,20504,15451,105
CC398,2005-07-01,11074,8643,4074
TF533,2005-07-01,33165,23748,59
YP570,2005-07-01,30278,7755,351
BR554,2005-07-01,40583,42200,11969
RK153,2005-07-01,8865,9421,0
RK738,2005-07-01,34427,22304,813
ON397,2005-07-01,63879,41200,6227
DS105,2005-07-01,24471,24602,63
RK539,2005-07-01,31730,22970,2566
AB735,2005-07-01,59998,65788,12331
CC782,2005-07-01,21950,9369,368
YP471,2005-07-01,28856,23718,2
DS234,2005-07-01,33499,20652,10481
DS887,2005-07-01,20164,9673,29
TR762,2005-07-01,31217,5419,4
TR444,2005-07-01,42566,26803,104
RK539,2005-07-01,41732,25998,9719
BR832,2005-07-01,77218,61074,1480
TF696,2005-07-01,39767,16703,0
DS884,2005-07-01,48860,22125,0
ON231,2005-07-01,59345,59334,3352
TF642,2005-07-01,39873,29112,0
ON120,2005-07-01,109003,43248,259
TR758,2005-07-01,26830,29239,2530
AB590,2005-07-01,42231,36435,31
AB424,2005-07-01,22063,8434,1143
RK128,2005-07-01,43876,25606,7171
CC479,2005-07-01,43994,20981,5937
AB661,2005-07-01,52700,23201,23117
DS150,2005-07-01,23149,16361,571
DS496,2005-07-01,31854,27234,51
CC766,2005-07-01,39501,15414,34
CC782,2005-08-01,29497,17977,496
TF445,2005-08-01,37065,18628,7525
ON316,2005-08-01,57912,50887,0
TF611,2005-08-01,22751,17348,50
RK171,2005-08-01,21228,8521,0
TF277,2005-08-01,46010,39408,530
BR254,2005-08-01,25317,16759,69
ON442,2005-08-01,45744,32301,0
DS884,2005-08-01,32061,13828,1098
CC479,2005-08-01,57151,55469,21142
TR455,2005-08-01,66498,36169,144
YP355,2005-08-01,36544,19133,53
DS652,2005-08-01,29099,14705,0
CC627,2005-08-01,55748,32781,3788
AB460,2005-08-01,49763,30303,84
TF407,2005-08-01,53779,35268,1189
CC504,2005-08-01,17347,14735,0
CC310,2005-08-01,37317,27978,1937
TR516,2005-08-01,26610,20111,130
TR507,2005-08-01,28975,10026,807
ON575,2005-08-01,52165,22850,9669
AB590,2005-08-01,43619,39852,34
DS720,2005-08-01,43246,22122,13463
TR724,2005-08-01,38096,24825,202
ON848,2005-08-01,36078,14042,28
TR758,2005-08-01,31765,28792,1845
RK794,2005-08-01,30026,21999,73
TF267,2005-08-01,50854,45120,4315
CC252,2005-08-01,37922,32000,598
TF740,2005-08-01,35710,14488,2030
TR235,2005-08-01,30556,20438,188
DS241,2005-08-01,8334,5162,28
TF573,2005-08-01,26723,9991,8234
BR554,2005-08-01,48704,46930,20859
ON506,2005-08-01,54649,56870,5890
BR273,2005-08-01,31370,23699,21
CC504,2005-08-01,24617,22400,11615
TF585,2005-08-01,52006,35575,221
ON333,2005-08-01,53187,52674,349
DS105,2005-08-01,27978,22295,58
CC872,2005-08-01,72350,87134,0
DS884,2005-08-01,50208,24156,0
TR843,2005-08-01,22023,22369,7765
CC154,2005-08-01,21949,17281,4279
DS546,2005-08-01,33918,23619,26
ON397,2005-08-01,63223,38873,6502
TF381,2005-08-01,32611,18687,166
TR400,2005-08-01,46176,34622,63
ON308,2005-08-01,24897,8284,27
YP203,2005-08-01,50135,42021,1179
YP203,2005-08-01,37091,25604,0
ON236,2005-08-01,26065,13713,976
AB424,2005-08-01,30825,7089,1761
TR843,2005-08-01,45530,48948,14048
ON804,2005-08-01,64171,53005,3446
DS698,2005-08-01,63626,72768,920
ON231,2005-08-01,29891,35218,899
RK403,2005-08-01,25466,6195,3349
YP676,2005-08-01,28875,21551,11043
AB838,2005-08-01,23427,9435,0
CC669,2005-08-01,36059,7259,6373
RK301,2005-08-01,41335,59861,398
AB560,2005-08-01,44606,43174,39
CC374,2005-08-01,27794,19584,0
YP768,2005-08-01,41057,13505,3384
TF149,2005-08-01,54003,38275,5521
ON333,2005-08-01,20232,12150,0
TR107,2005-08-01,36423,20262,120
TR729,2005-08-01,30514,12782,1015
TR387,2005-08-01,89958,54989,63
ON820,2005-08-01,25195,4882,3890
YP229,2005-08-01,29109,34567,0
AB759,2005-08-01,30447,12935,3575
TF642,2005-08-01,27171,25251,0
YP549,2005-08-01,36855,32707,59
DS241,2005-08-01,17402,11758,307
CC782,2005-08-01,63938,59452,775
TR753,2005-08-01,28839,7684,41
DS161,2005-08-01,24485,10622,2351
YP693,2005-08-01,32664,12615,140
RK450,2005-08-01,56534,62395,5309
AB257,2005-08-01,24121,2395,8512
BR477,2005-08-01,19599,17574,34
TF172,2005-08-01,59717,40393,0
BR159,2005-08-01,29983,21540,392
YP174,2005-08-01,16696,10452,19
BR832,2005-08-01,76974,51954,1199
BR763,2005-08-01,32372,20460,0
AB388,2005-08-01,29322,36928,20
CC653,2005-08-01,25316,17603,5736
YP549,2005-08-01,48195,54467,0
RK514,2005-08-01,36306,13531,645
DS234,2005-08-01,32007,23870,12748
TF696,2005-08-01,38943,14725,0
AB295,2005-08-01,15988,9866,149
TF695,2005-08-01,52032,47659,284
RK539,2005-08-01,45365,28069,8653
RK738,2005-08-01,39790,21781,699
RK128,2005-08-01,53723,32169,6758
TR762,2005-08-01,19015,3820,0
AB735,2005-08-01,61676,54143,11967
YP534,2005-08-01,44705,40142,5884
DS263,2005-08-01,35597,18541,61
TR455,2005-08-01,34880,17657,22
CC142,2005-08-01,24550,12531,903
RK539,2005-08-01,39290,37908,4739
CC883,2005-08-01,24598,33010,2801
ON231,2005-08-01,45821,32246,4058
TF740,2005-08-01,44223,45950,6334
TF143,2005-08-01,17061,7276,123
TR135,2005-08-01,30975,17909,25
AB540,2005-08-01,40958,26746,3161
TF277,2005-08-01,29163,18143,0
TR382,2005-08-01,37465,26863,110
TF719,2005-08-01,51666,54696,938
TR791,2005-08-01,12610,6235,1581
YP821,2005-08-01,37599,17160,0
ON463,2005-08-01,32837,27883,0
ON765,2005-08-01,51315,33487,212
TR235,2005-08-01,50692,38478,1672
BR312,2005-08-01,15415,10019,15747
DS558,2005-08-01,21225,18068,0
YP166,2005-08-01,51405,28535,0
DS150,2005-08-01,36686,22137,555
BR264,2005-08-01,43026,41902,47
AB119,2005-08-01,37750,30554,2745
TR336,2005-08-01,25325,9564,109
DS780,2005-08-01,33144,25418,874
CC643,2005-08-01,43179,19548,186
RK450,2005-08-01,28890,17122,461
YP181,2005-08-01,31331,26557,0
CC565,2005-08-01,45068,30647,54
BR554,2005-08-01,28964,15989,116
YP821,2005-08-01,21455,6548,171
AB513,2005-08-01,34254,23236,478
TR444,2005-08-01,37401,28125,51
YP166,2005-08-01,28965,13453,0
TR382,2005-08-01,40520,46728,11947
CC565,2005-08-01,50855,42498,704
DS150,2005-08-01,18391,14093,338
DS378,2005-08-01,31891,32921,4742
CC495,2005-08-01,25155,10837,32
AB344,2005-08-01,15028,19638,0
DS161,2005-08-01,48735,33015,422
TF770,2005-08-01,30850,19742,282
BR710,2005-08-01,35481,11412,0
DS607,2005-08-01,18150,14343,0
ON120,2005-08-01,64143,42592,179
DS441,2005-08-01,34315,22562,100
ON575,2005-08-01,46686,31586,386
RK114,2005-08-01,68000,47682,11592
RK279,2005-08-01,30656,4581,83
DS496,2005-08-01,41435,14806,477
AB456,2005-08-01,64209,84592,2099
DS887,2005-08-01,13157,10841,24
TR418,2005-08-01,54656,35587,0
BR772,2005-08-01,44139,16759,259
TF695,2005-08-01,33031,31889,5331
YP471,2005-08-01,43149,26798,793
TF719,2005-08-01,15980,16433,94
BR601,2005-08-01,32088,5138,2418
RK113,2005-08-01,25378,6272,2246
TR797,2005-08-01,23639,25671,56
YP647,2005-08-01,30998,44288,1004
RK301,2005-08-01,46593,53632,1598
YP552,2005-08-01,34739,10747,248
RK375,2005-08-01,20877,8178,21
AB824,2005-08-01,39424,29806,25
YP655,2005-08-01,43081,19470,6842
DS496,2005-08-01,35609,23673,0
TR336,2005-08-01,31119,21082,43
RK403,2005-08-01,34656,13560,0
CC669,2005-08-01,20085,5343,8752
TF445,2005-08-01,25753,5648,2841
CC646,2005-08-01,23577,15551,2627
ON120,2005-08-01,58278,23297,106
AB119,2005-08-01,25577,16510,0
CC627,2005-08-01,25571,19649,312
YP577,2005-08-01,13433,2599,2822
YP373,2005-08-01,31003,29269,988
AB517,2005-08-01,25317,25835,26
AB424,2005-08-01,29619,6505,24
RK153,2005-08-01,3224,2726,0
CC482,2005-08-01,33631,19796,1049
ON804,2005-08-01,45779,46558,700
ON848,2005-08-01,60776,39656,282
AB540,2005-08-01,38014,24396,441
RK789,2005-08-01,30509,14465,0
BR836,2005-08-01,25056,12884,44
DS780,2005-08-01,54410,52452,111
CC636,2005-08-01,23838,8666,686
YP714,2005-08-01,37681,12263,0
RK747,2005-08-01,32057,20217,24
BR430,2005-08-01,33790,42267,0
CC849,2005-08-01,34317,16565,2453
CC865,2005-08-01,32686,27069,9652
AB661,2005-08-01,53570,14386,23294
CC479,2005-08-01,37348,18493,6678
TF770,2005-08-01,53530,37113,452
YP570,2005-08-01,19332,4588,134
CC142,2005-08-01,60723,57170,3148
TF222,2005-08-01,41159,37272,11918
BR273,2005-08-01,32248,32788,237
TF850,2005-08-01,7148,754,12
CC766,2005-08-01,29798,15609,1245
AB295,2005-08-01,51768,35530,0
TF149,2005-08-01,61567,32857,770
TF533,2005-08-01,32900,18571,78
TF339,2005-08-01,64567,67116,2150
YP174,2005-08-01,57424,22998,6185
RK854,2005-08-01,21101,6570,105
YP655,2005-08-01,28312,13360,2
AB559,2005-08-01,22809,21639,0
DS582,2005-08-01,13592,12789,10270
ON829,2005-08-01,18943,11129,0
TF267,2005-08-01,23546,26045,787
CC398,2005-08-01,1344,1068,344
RK153,2005-08-01,46153,38440,191
DS698,2005-08-01,43001,43786,1174
CC464,2005-08-01,21108,17280,14221
DS378,2005-08-01,50333,72231,1022
RK361,2005-08-01,8291,8131,2032
ON506,2005-08-01,40013,50125,42
TF222,2005-08-01,26808,15658,576
DS689,2005-08-01,35225,27170,1140
ON798,2005-08-01,29031,28468,23
RK318,2005-08-01,43869,17752,71
TR331,2005-08-01,29576,29195,339
ON829,2005-08-01,36468,10697,22
AB456,2005-08-01,25639,20914,95
BR264,2005-08-01,31935,46328,71
YP467,2005-08-01,15271,714,3164
YP549,2005-09-01,41791,29318,61
TR729,2005-09-01,32646,16601,1609
AB295,2005-09-01,26833,18577,300
TF339,2005-09-01,72730,82704,3109
CC310,2005-09-01,31609,37510,2263
TF573,2005-09-01,29277,12698,7764
RK450,2005-09-01,57892,68787,5117
ON848,2005-09-01,62442,35944,257
YP373,2005-09-01,33836,16795,897
YP203,2005-09-01,51870,47928,840
AB460,2005-09-01,58117,40273,186
ON506,2005-09-01,62891,56054,5792
AB388,2005-09-01,21327,26659,138
AB119,2005-09-01,28174,29762,0
DS652,2005-09-01,41200,10865,97
TF585,2005-09-01,45992,29007,118
BR836,2005-09-01,23958,19973,37
YP821,2005-09-01,21842,6120,151
DS698,2005-09-01,51035,51563,1149
TR516,2005-09-01,24541,17918,112
RK854,2005-09-01,35262,6751,80
AB560,2005-09-01,58788,64370,41
YP373,2005-09-01,897,844,0
RK171,2005-09-01,25720,13209,0
CC464,2005-09-01,27547,18018,12295
DS887,2005-09-01,21262,13568,46
BR832,2005-09-01,66225,53576,1506
CC636,2005-09-01,28066,6396,624
AB735,2005-09-01,55427,55574,10613
AB424,2005-09-01,29249,5045,22
DS150,2005-09-01,40032,25082,569
DS607,2005-09-01,15227,14836,0
ON893,2005-09-01,6300,3199,1189
AB456,2005-09-01,33902,35067,98
ON397,2005-09-01,6207,1590,323
AB540,2005-09-01,29274,19821,386
RK375,2005-09-01,26401,13558,24
TF381,2005-09-01,31784,18686,145
ON575,2005-09-01,41827,24444,442
CC627,2005-09-01,63776,32371,2526
BR772,2005-09-01,53277,17345,237
DS378,2005-09-01,30284,32208,4204
AB661,2005-09-01,34589,16061,22031
CC252,2005-09-01,29633,36402,1236
ON848,2005-09-01,37715,15952,24
YP166,2005-09-01,42710,18563,0
CC627,2005-09-01,26993,11565,237
TF533,2005-09-01,31961,26850,79
TF740,2005-09-01,55677,50311,7754
TR336,2005-09-01,40478,19572,2950
CC565,2005-09-01,58292,51205,869
TR418,2005-09-01,45977,46492,196
YP181,2005-09-01,229,211,63
YP693,2005-09-01,24621,13510,145
TR694,2005-09-01,20472,15360,454
AB559,2005-09-01,25043,23143,0
YP655,2005-09-01,25012,5883,78
RK738,2005-09-01,38855,26877,1037
DS161,2005-09-01,45141,36048,514
TF719,2005-09-01,55090,51882,1191
TR444,2005-09-01,37001,27888,49
DS496,2005-09-01,31099,11667,439
AB540,2005-09-01,53294,28029,3858
CC154,2005-09-01,24185,13284,5773
YP714,2005-09-01,50746,11592,0
CC565,2005-09-01,34600,28752,52
CC482,2005-09-01,43152,26041,1030
DS558,2005-09-01,27440,23551,0
RK514,2005-09-01,50587,15247,701
TF770,2005-09-01,48186,29385,324
ON231,2005-09-01,35517,39115,2479
BR601,2005-09-01,29133,4205,2335
TR382,2005-09-01,38012,28726,108
ON804,2005-09-01,42540,31885,828
TF696,2005-09-01,39645,14290,0
RK301,2005-09-01,43143,57041,1852
TR724,2005-09-01,34292,8982,238
CC646,2005-09-01,24545,20602,2912
RK794,2005-09-01,30379,25848,60
ON575,2005-09-01,37710,13819,8877
DS720,2005-09-01,53499,29592,22299
BR273,2005-09-01,27586,31541,30
BR159,2005-09-01,29889,20538,440
DS546,2005-09-01,31089,21339,117
RK113,2005-09-01,28800,10367,2287
CC142,2005-09-01,57258,34208,2824
RK153,2005-09-01,40911,52089,277
ON231,2005-09-01,40143,40651,1044
CC504,2005-09-01,43592,41158,15296
ON397,2005-09-01,49591,35706,6912
YP467,2005-09-01,14431,2893,4808
DS161,2005-09-01,23945,12542,1856
ON804,2005-09-01,56696,49844,497
YP647,2005-09-01,4496,8051,176
RK318,2005-09-01,54444,19400,64
DS780,2005-09-01,48722,37785,102
YP166,2005-09-01,22375,10163,795
CC653,2005-09-01,26948,20291,5169
ON829,2005-09-01,57117,28073,43
RK403,2005-09-01,35932,14206,0
TF740,2005-09-01,25778,17974,1477
TF695,2005-09-01,18910,17885,5044
TR455,2005-09-01,20811,15931,19
ON820,2005-09-01,7391,4368,2019
ON798,2005-09-01,40406,25431,34
DS263,2005-09-01,35789,24192,202
YP552,2005-09-01,35124,11839,217
DS582,2005-09-01,24867,15981,14678
CC374,2005-09-01,28829,24071,0
YP655,2005-09-01,60878,33601,8321
ON236,2005-09-01,31716,24619,1289
TR791,2005-09-01,10008,5091,3051
DS689,2005-09-01,37739,29692,713
TF222,2005-09-01,19475,15416,441
ON120,2005-09-01,54671,22649,111
TF611,2005-09-01,23580,21869,45
AB838,2005-09-01,25037,7272,0
TF445,2005-09-01,56095,37892,10759
CC782,2005-09-01,48469,40602,898
CC504,2005-09-01,19239,15678,0
TF277,2005-09-01,40293,29201,590
DS234,2005-09-01,26427,23436,11766
DS241,2005-09-01,46028,35990,173
YP768,2005-09-01,25285,4318,3135
DS241,2005-09-01,33905,22536,582
TR107,2005-09-01,31514,21795,153
YP181,2005-09-01,30893,22128,127
DS884,2005-09-01,56374,27478,0
TR843,2005-09-01,25675,25436,3353
RK279,2005-09-01,31887,5949,81
ON308,2005-09-01,23108,8382,23
BR430,2005-09-01,33065,36397,111
CC142,2005-09-01,27864,15650,837
CC865,2005-09-01,28323,25333,9435
AB517,2005-09-01,33880,33025,19
TF172,2005-09-01,51109,59726,70
ON506,2005-09-01,40489,41506,31
ON333,2005-09-01,19128,8510,23
YP471,2005-09-01,42414,25848,57
TF445,2005-09-01,32252,9758,5215
TF719,2005-09-01,29574,25392,158
YP676,2005-09-01,22407,12654,10736
DS150,2005-09-01,16764,12714,393
RK789,2005-09-01,33020,15609,0
CC849,2005-09-01,34940,14174,2453
TR762,2005-09-01,23421,4875,0
CC643,2005-09-01,36720,18287,193
CC766,2005-09-01,23617,14091,913
DS884,2005-09-01,24811,13798,920
RK403,2005-09-01,18653,4496,3458
BR264,2005-09-01,50129,57559,141
TF277,2005-09-01,23566,14157,0
YP821,2005-09-01,29265,15043,0
BR264,2005-09-01,46560,66265,98
RK361,2005-09-01,11843,12157,2283
RK539,2005-09-01,51472,38236,7808
CC782,2005-09-01,25709,14168,367
AB590,2005-09-01,41066,21270,154
ON120,2005-09-01,99360,60926,249
ON765,2005-09-01,61224,26203,157
ON829,2005-09-01,33378,15585,0
YP355,2005-09-01,30320,25535,59
RK128,2005-09-01,49007,22645,5727
RK301,2005-09-01,51128,50700,488
